epoch,steps,cosine_pearson,cosine_spearman,euclidean_pearson,euclidean_spearman,manhattan_pearson,manhattan_spearman,dot_pearson,dot_spearman
0,5,0.33827715430810007,0.33162649301326547,0.31170097226401045,0.3359935633918943,0.3146917335081728,0.338040307127236,0.33419668331545804,0.3150637690753516
0,10,0.3725267519002703,0.3780523062147625,0.3404091374498096,0.3704666199166015,0.3438667510448096,0.37213320733577554,0.3695585645472669,0.3646734435084104
0,15,0.37854595380082934,0.409301046380089,0.3453387892366395,0.3875204318085424,0.34938704587484504,0.389717918123264,0.37545369030013975,0.4029966845272314
0,20,0.36426298663493467,0.41071439868691345,0.34711695522794533,0.3993236409765227,0.35139972549559745,0.4012763618903503,0.3556697401085265,0.4012693494846455
0,25,0.39838014378209907,0.4348700850330256,0.37485554529432624,0.41782214659367883,0.3787385683484082,0.4186591210339969,0.3922323825635922,0.4280370716569509
0,30,0.43288514577935966,0.4562865248466764,0.39982998314077134,0.43164818714191205,0.40268484705447233,0.4315856038861987,0.4309470950694133,0.4529175440775929
0,35,0.4561598870922999,0.4637032947548486,0.4226240368283461,0.4442976136374518,0.4240495855709395,0.44288230439051174,0.45834701857265875,0.45861591634867427
0,40,0.46535698445907475,0.4611773637841484,0.44134054814006546,0.45637332251047713,0.44152012079579933,0.45413893457164917,0.46657409003402794,0.44784460462757664
0,45,0.4897582888034264,0.4904836314898634,0.45896175693341157,0.4803147169574416,0.45986361048676383,0.4788040700126974,0.4914529760315874,0.4803715035003189
0,50,0.5064261077257143,0.5179410596481275,0.4651139306388286,0.49756260883790265,0.4668529575517125,0.4967989991994255,0.5090535289278771,0.5133118030032786
0,55,0.5172686569207935,0.5318279307401947,0.47527131852574284,0.5114939503609536,0.47723145287402324,0.5108516791989761,0.5215695827739271,0.5281086240104601
0,60,0.5238992483057145,0.5323812679322258,0.4856633311705051,0.5172561012516497,0.4872148486964394,0.5163423886875157,0.5285012309499421,0.5261398273469072
0,65,0.5376156134920101,0.5454725017073174,0.4959411908364158,0.5280555981288877,0.49766120328205504,0.5271707451267535,0.5410825432102488,0.5401917447924686
0,70,0.5370502119339555,0.5624124137909645,0.49463633611886637,0.5374517459343133,0.4974523797277281,0.5378258368510342,0.5424813358430995,0.5622656048096588
0,75,0.5202722643271235,0.5511505020474577,0.4938287883696754,0.5335759886310185,0.49687416973677173,0.5345922811707924,0.5251256227091345,0.5489182661133221
0,80,0.5566190052639798,0.571906219045338,0.5349523224701794,0.5599647206559368,0.535876036156402,0.5592665322077984,0.5616572535269524,0.565637719180788
0,85,0.5760960041151204,0.5647742336084162,0.5518506696708262,0.5639077616197226,0.551139332847499,0.5611048950347892,0.5730962343364219,0.5521900816901449
0,90,0.5893214857229789,0.5823044167323379,0.5535516658365095,0.5714582372215499,0.5538265303101472,0.5694362722058712,0.5868336504490638,0.5757808613201606
0,95,0.5879534077947781,0.6003730087431444,0.5525755917640246,0.5810518468368693,0.5545160908739267,0.5810446113984302,0.5931677957788345,0.5992821211160109
0,100,0.5682009016523614,0.5944926812997767,0.5484054820245872,0.5802960317531902,0.5509704001663784,0.5809858926914143,0.5765038018329566,0.5935591996622136
0,105,0.58918274887187,0.6082500449463,0.5711442494714681,0.5967831656739675,0.5728310366296868,0.5965100424664412,0.5975394643174025,0.6053737732828459
0,110,0.6159268684643914,0.6204488238860008,0.5850177575399399,0.6075174835115545,0.5861152104802931,0.6063535534441692,0.6186924060788849,0.6170379141400765
0,-1,0.6159268684643914,0.6204488238860008,0.5850177575399399,0.6075174835115545,0.5861152104802931,0.6063535534441692,0.6186924060788849,0.6170379141400765
1,5,0.625169486058543,0.6325477876840635,0.5850164619103004,0.6123857144595674,0.5864226669916677,0.6116349897402754,0.6269463282035955,0.6323208127198048
1,10,0.6287021820073649,0.6408827063992498,0.5932174976713334,0.6213881150762798,0.594834874519375,0.6207292722884408,0.6338583161915043,0.6412747522807444
1,15,0.6386076642985159,0.6464147696372525,0.6072593673163692,0.6314252342914011,0.6083814503838672,0.6299885767504135,0.6430534303929778,0.6448342230298159
1,20,0.6489153767003253,0.6492209426880248,0.6162984599399678,0.6367126963215479,0.6168447862509078,0.6348940374424058,0.6488056686458878,0.6454147231309769
1,25,0.6582342594043842,0.6579311743009586,0.6206848760723448,0.6415198295354692,0.6210746753187312,0.6397308955819688,0.6567801452392852,0.6557964759969428
1,30,0.6647040557756615,0.6683092277532237,0.6309335235221593,0.651640408595049,0.6314014269578877,0.6502405426835369,0.6669007263241261,0.667267555136875
1,35,0.6736084917668039,0.6751992472090783,0.6432519957650422,0.6619785468591803,0.6434632382537193,0.6600792393243416,0.6752370835011919,0.6726529682425525
1,40,0.6775983160148017,0.6745685984002273,0.6516852852134529,0.6663208016321769,0.6514167872302937,0.6640457198584221,0.6772768663225481,0.6691929210677163
1,45,0.6841203077667128,0.687302019762093,0.656290844061432,0.6746493683691108,0.6566403368495352,0.6729920142570569,0.6874061512444007,0.6848446793067314
1,50,0.6874560909947028,0.6918573194215105,0.654033378806131,0.6754487368343861,0.6546297121946236,0.6741011775603164,0.6903566811472364,0.6911056415348329
1,55,0.6978301339306339,0.697376754016573,0.659206517326233,0.679625675326768,0.6595751041382356,0.6780832591163434,0.6980587577299203,0.69647471584249
1,60,0.70382401840802,0.6983843366998659,0.6704846136718265,0.6868363519952753,0.6706605649135313,0.6850189651244558,0.7025873197697637,0.6947172481435222
